h;idAnalyse;distanceDebut;tpsFinCoulee;tpsFinPremierMvt;nbCycles;tpsFinDernierMvt;distanceFin;tpsPassage
1785;602;0;-1;-1;0;-1;50;26.5
1786;602;50;-1;-1;0;-1;100;55.59
1787;603;0;6.44;-1;0;26.39;50;26.45
1788;603;50;33.03;-1;0;57.01;100;57.05
1789;604;0;-1;-1;0;-1;50;26.09
1790;604;50;-1;-1;0;-1;100;56.33
1791;604;100;-1;-1;0;-1;150;90.39
1792;604;150;-1;-1;0;-1;200;123.35
1793;604;200;-1;-1;0;-1;250;158.13
1794;604;250;-1;-1;0;-1;300;193.79
1795;604;300;-1;-1;0;-1;350;223.31
1796;604;350;-1;-1;0;-1;400;251.32
1797;605;0;-1;-1;0;-1;50;26.27
1798;605;50;-1;-1;0;-1;100;56.23
1799;605;100;-1;-1;0;-1;150;88.59
1800;605;150;-1;-1;0;-1;200;120.33
1801;605;200;-1;-1;0;-1;250;154.35
1802;605;250;-1;-1;0;-1;300;189.47
1803;605;300;-1;-1;0;-1;350;219.77
1804;605;350;-1;-1;0;-1;400;249.42
1805;606;0;4.01;-1;0;4.01;50;26.44
1806;606;50;-1;-1;0;-1;100;57.12
1807;606;100;-1;-1;0;-1;150;89.23
1808;606;150;-1;-1;0;-1;200;120.58
1809;606;200;-1;-1;0;-1;250;157.27
1810;606;250;-1;-1;0;-1;300;194.06
1811;606;300;-1;-1;0;-1;350;222.96
1812;606;350;-1;-1;0;-1;400;250.38
1813;607;0;-1;-1;0;-1;50;26.4
1814;607;50;-1;-1;0;-1;100;56.86
1815;607;100;-1;-1;0;-1;150;88.73
1816;607;150;-1;-1;0;-1;200;119.99
1817;607;200;-1;-1;0;-1;250;156.11
1818;607;250;-1;-1;0;-1;300;191.94
1819;607;300;-1;-1;0;-1;350;221.59
1820;607;350;-1;-1;0;-1;400;251.22
1821;608;0;-1;-1;0;-1;50;27.09
1822;608;50;-1;-1;0;-1;100;57.6
1823;608;100;-1;-1;0;-1;150;89.66
1824;608;150;-1;-1;0;-1;200;121.42
1825;608;200;-1;-1;0;-1;250;156.69
1826;608;250;-1;-1;0;-1;300;192.14
1827;608;300;-1;-1;0;-1;350;222.16
1828;608;350;-1;-1;0;-1;400;250.59
1829;609;0;-1;-1;0;-1;50;26.38
1830;609;50;-1;-1;0;-1;100;56.65
1831;609;100;-1;-1;0;-1;150;89.41
1832;609;150;-1;-1;0;-1;200;121.01
1833;609;200;-1;-1;0;-1;250;157.05
1834;609;250;-1;-1;0;-1;300;193.56
1835;609;300;-1;-1;0;-1;350;222.32
1836;609;350;-1;-1;0;-1;400;250.28
1837;610;0;-1;-1;0;-1;50;27.02
1838;610;50;-1;-1;0;-1;100;57.44
1839;610;100;-1;-1;0;-1;150;89.94
1840;610;150;-1;-1;0;-1;200;121.49
1841;610;200;-1;-1;0;-1;250;157.32
1842;610;250;-1;-1;0;-1;300;193.26
1843;610;300;-1;-1;0;-1;350;222.45
1844;610;350;-1;-1;0;-1;400;250.59
